File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
92989e49-be26-42c9-870b-bbe1bd89e264	TCGA-HW-7491-01A-01-BS1.7faeff9e-4314-44ed-bb4c-9256fca707c9.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HW-7491	TCGA-HW-7491-01A	Primary Tumor
3a611350-e199-4034-9451-4c728fcffac2	TCGA-HW-7491-01A-01-TS1.d947efb6-3d0c-4267-be1b-5f7b33919a9b.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HW-7491	TCGA-HW-7491-01A	Primary Tumor
1300aaeb-ae5b-4acf-bf7e-bdc588cecc44	TCGA-QH-A86X-01A-01-TS1.74BB3635-8836-443F-837F-5DB490404E21.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-QH-A86X	TCGA-QH-A86X-01A	Primary Tumor
81bed320-005c-436b-a3bd-dcf619beb5a6	TCGA-DB-5275-01A-01-TS1.02876b00-a460-4a00-af72-f227e199b73f.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DB-5275	TCGA-DB-5275-01A	Primary Tumor
ef446597-e358-4c7c-858f-e0018590363b	TCGA-DB-5275-01A-01-BS1.0e508f4e-04df-46cf-8af0-180d0f196b4f.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DB-5275	TCGA-DB-5275-01A	Primary Tumor
d0584dc0-8057-4b4b-973d-dcd6cfb1bc90	TCGA-CS-5396-01A-02-BS2.6960105b-09ad-4588-b19b-2856bb301760.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-CS-5396	TCGA-CS-5396-01A	Primary Tumor
6cbbec24-dad3-4b9b-a609-eeb825cc4df5	TCGA-FG-7636-01A-01-TS1.35395e7c-a23b-423f-a1cf-3bf6ab96782d.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-FG-7636	TCGA-FG-7636-01A	Primary Tumor
9981ff67-1d22-4756-b6c3-094554b4e903	TCGA-DU-7306-01A-01-BS1.d0cc8c51-d9f5-41c7-becd-e28d02e1dff6.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DU-7306	TCGA-DU-7306-01A	Primary Tumor
852d46d3-8dea-44de-81d6-852582758c33	TCGA-DU-5854-01A-01-BS1.68d668fe-a095-476f-ac6f-556ec4a5fe1b.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DU-5854	TCGA-DU-5854-01A	Primary Tumor
4ce34d44-6e9d-4fce-826f-467c6129c653	TCGA-DU-6404-01A-01-BS1.37f6beea-e9e1-4f4f-ba79-971792bf4491.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DU-6404	TCGA-DU-6404-01A	Primary Tumor
e6810bed-e86c-4dfc-ab9e-bd477a88c74f	TCGA-S9-A6TW-01A-01-TS1.15638AB7-402F-4056-A349-EFD332F8B9E9.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-S9-A6TW	TCGA-S9-A6TW-01A	Primary Tumor
ff3d381f-9c68-4e3a-a0ec-c502f301afa1	TCGA-HT-7469-01A-01-TS1.5eb94ed8-ed82-4c76-8091-7c20b00563c6.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-7469	TCGA-HT-7469-01A	Primary Tumor
f0f1e189-5778-46b6-bf6a-f496bc1a68a7	TCGA-DU-6404-01A-01-TS1.2c5bcf78-6622-4dc2-b059-ead2d80c671a.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DU-6404	TCGA-DU-6404-01A	Primary Tumor
f7ce65c0-0403-456a-8964-46154b5a3466	TCGA-HT-7856-01A-01-TS1.b84c5641-d2b2-4dff-b0f7-0d652d808f1e.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-7856	TCGA-HT-7856-01A	Primary Tumor
